0.38397,0.13963,1.7932,0.87461
0.38397,0.17453,1.7752,0.90453
0.38397,0.20944,1.7562,0.9338
0.38397,0.24435,1.7362,0.96239
0.38397,0.27925,1.7152,0.99027
0.38397,0.31416,1.6932,1.0174
0.38397,0.34907,1.6703,1.0437
0.38397,0.38397,1.6465,1.0693
0.38397,0.41888,1.6218,1.0939
0.38397,0.45379,1.5963,1.1178
0.38397,0.48869,1.57,1.1407
0.38397,0.5236,1.5428,1.1626
0.38397,0.55851,1.515,1.1836
0.38397,0.59341,1.4864,1.2036
0.38397,0.62832,1.4571,1.2227
0.38397,0.66323,1.4272,1.2406
0.38397,0.69813,1.3967,1.2576
0.38397,0.73304,1.3656,1.2734
0.38397,0.76794,1.3339,1.2882
0.38397,0.80285,1.3018,1.3018
0.38397,0.83776,1.2692,1.3143
0.38397,0.87266,1.2362,1.3257
0.38397,0.90757,1.2028,1.3359
0.38397,0.94248,1.1691,1.3449
0.38397,0.97738,1.1351,1.3528